1553
1691
1928
1463
1624
1345
1257
1459
1461
1641
1944
1791
1444
1467
1728
1753
1335
1392
847
1790
1442
1780
1784
1433
1429
1751
1213
1326
1527
1598
1165
1866
1585
1707
1459
1408
1387
1402
1290
1247
1286
1177
1036
1426
1285
1236
1341
1170
1032
1474
1250
1013
977
841
973
998
1194
1485
1360
1195
